body_text,review_datetime_raw,review_title,rating_raw,translated_review,original_language
"Afgelopen Kerst naar Noorwegen geweest.
Heenreis: 2,5 uur staan wachten in de rij voor de corona test. (waarom geen extra personeel? Je weet hoeveel personen je gaat vervoeren.)
Terugreis: 1,5 uur voor vertrek ontvingen we een e-mail dat de boot niet ging. We waren al onderweg. Dus Hotel, enz. Je wordt niet geholpen door ColorLine.
Reclamatie: Op de e-mail voor vergoeding van de gemaakte kosten hebben we na een week nog geen reactie gekregen. (alleen de automatisch ontvangst bevestiging)
Bellen met ColorLine kost heeel veeel tijd als je het durft. 🙁",Datoen for opplevelsen: 10. januar 2022,Afgelopen Kerst naar Noorwegen geweest.,Vurdert til 1 av 5 stjerner,"Went to Norway last Christmas. Outward journey: 2.5 hours of waiting in line for the corona test. (why no extra staff? You know how many people you are going to transport.) Return trip: 1.5 hours before departure we received an email that the boat was not going. We were already on our way. So Hotel, etc. You will not be helped by ColorLine. Complaint: We have not received a response to the email for reimbursement of the costs incurred after a week. (only the automatic confirmation of receipt) Calling ColorLine takes a lot of time if you dare. 🙁",NL
"Bin als Gast heute an der Rezeption gegangen und wollte meine aussenkabine gegen einer Innenkabine tauschen da color line die Gardinen erneuert hat und da wo die Rettungsboot sind ist es selbst nachts bei geschlossenen Gardinen es hell drin.
Ich kann zwar tauschen wenn Platz da ist muss aber bei jeder überfahrt bis 14. 30 mindestens warten.
Auf meine Frage hin warum das so ist bekommt man die Antwort das man Lkw Fahrer sei.
Das stimmt das ist mein Beruf ich bin Gast ein gestressten Arbeitgeber ganzjährig Geld für die Überfahrten bezahlt wir finanzieren mit wie viele andere ihr Unternehmen .
Wenn Sie der Meinung sind das Lkw keine Gäste sind oder nicht gleich wie andere Gäste behandelt werden schreiben Sie mich ruhig an.
Ansonsten Schulen Sie Ihr Personal wie man mit Gästen umgeht, denn bei mir kommt das ziemlich abfällig herüber.",Datoen for opplevelsen: 27. oktober 2023,Service,Vurdert til 1 av 5 stjerner,"Today I went to reception as a guest and wanted to swap my outside cabin for an inside cabin because Color Line had replaced the curtains and where the lifeboats are it is light in there even at night with the curtains closed. I can swap if there is space but I have to wait until at least 2:30 p.m. for each crossing. When I asked why this was the case, I was told that I was a truck driver. That&#39;s right, it is my job. I am a guest, a stressed-out employer who pays money all year round for the crossings and, like many others, we finance your company. If you are of the opinion that trucks are not guests or are not treated the same as other guests, then feel free to write to me. Otherwise, train your staff how to deal with guests, because that comes across as pretty derogatory to me.",DE
"Trotz vieler Hinweise auf ""Flex-Tarif"" mit bis zu 24h vor Reise kostenfrei Stornieren oder umbuchen lässt sich dieser nicht auswählen wie in den Informationen angegeben. Leider ist es auch nicht sofort ersichtlich das dieser nicht gebucht wurde sondern nur über das Online Portal aber nicht über die Reisebestätigung. Unbefriedigend ist auch das man sowohl über Kontaktformular keine Antwort erhält und über das Telefon niemanden erreicht. Leider bleibt so viel Unsicherheit und Unzufriedenheit.",Datoen for opplevelsen: 14. juli 2021,Mangelhaft,Vurdert til 1 av 5 stjerner,"Despite many references to the &quot;Flex tariff&quot; with free cancellation or rebooking up to 24 hours before travel, this cannot be selected as stated in the information. Unfortunately, it is not immediately apparent that this was not booked but only via the online portal and not via the travel confirmation. It is also unsatisfactory that you do not receive a response via the contact form and cannot reach anyone by phone. Unfortunately, this leaves so much uncertainty and dissatisfaction.",DE
"Ich bin mit Color-Line bisher sehr zufrieden. Ich fahre schon seit 16Jahren nach Norwegen und kann mich nicht beschweren. Eine Rückerstattung beziehungsweise Umbuchung wegen Corona hat einwandfrei geklappt. Und wer eine Kreutzfahrt machen will, kann dies natürlich auch tun, sollte aber von einer normalen Kreutzfahrt hier Abstriche machen, es ist nun mal auch ein Frachtschiff.Das sollte man berücksichtigen.",Datoen for opplevelsen: 30. desember 2020,Immer wieder…,Vurdert til 4 av 5 stjerner,"I have been very happy with Color-Line so far. I have been traveling to Norway for 16 years and I have no complaints. A refund or rebooking due to Corona worked perfectly. And if you want to go on a cruise, you can of course do that, but you should make some compromises compared to a normal cruise, as it is also a cargo ship. That should be taken into account.",DE
"Bestilte tur for familiemedlem og det var både enkelt å gjøre på egenhånd, og de melder om at det ble en veldig vellykket tur som de håper å få flere av. Synes også det trekker opp at endringer kan gjøres uten at de kommer gebyr. Veldig fornøyd med alt",Datoen for opplevelsen: 19. desember 2022,Bestilte tur for familiemedlem og det…,Vurdert til 5 av 5 stjerner,"Booked a trip for a family member and it was both easy to do on your own, and they report that it was a very successful trip that they hope to have more of. I also think it raises the issue that changes can be made without incurring a fee. Very happy with everything",NO
"E jo heilt fantastisk, betale for buffen kommer å sjekker om vi er ""velkommene"" med å ta romkorta våre. Deretter prestere å gi oss vann fra ndere bord istede for å gi oss en en egen ""vannflaske"" heiltutrolig at det går ann.",Datoen for opplevelsen: 28. april 2023,Javel ja,Vurdert til 1 av 5 stjerner,"Absolutely fantastic, paying for the buffet will check if we are &quot;welcome&quot; to take our room cards. Then manage to give us water from the other table instead of giving us a separate &quot;water bottle&quot;, unbelievable that it works.",NO
"Schmutzige Kabine. Essenreste unter den Betten. Bei Mini-Kreuzfahrt werden 3-Sterne-Kabinen in Oslo nicht gereinigt, Handtücher nicht gewechselt. Das Buffet am Abend war qualitativ dürftig, am 26.12. unzureichend; erkennbar einige Speisen nur wieder aufgewärmt. Generell nur lauwarmes Essen. Speisen-Namensschilder völlig ungeordnet. Preis für Frühstücksbuffet in keiner Weise angemessen. Sehr freundliches Personal in der SportsBar. Die Shows perfekt gestaltet; Tänzer und Sänger hervorragend; auch sehr ansprechende Artistik.
Dies war unsere 3., aber sicher auch letzte Reise mit Colorlines.",Datoen for opplevelsen: 24. desember 2022,Enttäuschende Reise,Vurdert til 1 av 5 stjerner,"Dirty cabin. Leftover food under the beds. On mini cruises, 3-star cabins in Oslo are not cleaned and towels are not changed. The evening buffet was of poor quality, and on December 26th it was inadequate; it was obvious that some of the dishes had just been reheated. Generally only lukewarm food. Name labels on the dishes were completely disorganized. Price for the breakfast buffet was in no way appropriate. Very friendly staff in the sports bar. The shows were perfectly designed; dancers and singers were excellent; also very appealing acrobatics. This was our 3rd, but certainly last, trip with Colorlines.",DE
"Wir haben vor einer Woche eine Mini Kreuzfahrt mit der fantasy gemacht . Es war alles sehr gut organisiert, das boarden ,die zimmervergabe ,überall stand Personal und hat weitergeholfen. Es hat wirklich Spaß gemacht, sollte man mal mitgemacht haben.
Einige Minuspunkte muss ich für die Sauberkeit der Zimmer geben. Also das geht überhaupt nicht. Der Staub hat im ganzen Zimmer kein Lappen gesehen, das aufklappbare Bett, war mit popeln vollgeschmiert , von dem Spiegel will ich garnicht reden und das Bad..........Katastrophe.........da lagen überall noch Haare vom Vorgänger, das Waschbecken hatte noch zahnpaste Rest und irgendwelche braunen Teile, vom Klo will ich garnicht anfangen. Schade !!!",Datoen for opplevelsen: 23. juni 2022,Wir haben vor einer Woche eine Mini…,Vurdert til 3 av 5 stjerner,"We went on a mini cruise on the Fantasy a week ago. Everything was very well organised, the boarding, the room allocation, there were staff everywhere to help. It was really fun, you should try it out. I have to give a few negative points for the cleanliness of the rooms. Well, that&#39;s just not acceptable. The dust in the whole room hadn&#39;t seen a rag, the fold-out bed was covered in boogers, I don&#39;t even want to talk about the mirror and the bathroom... a disaster... there was hair from the previous person everywhere, the sink still had toothpaste residue and some brown bits, I don&#39;t even want to start on the toilet. What a pity!!!",DE
"Mange koselige turer med Color Line har det blitt i løpet av årene. Lekker innredning og ofte svært gode underholdningsshow ombord. God mat i buffeten. De fleste erfaringer er positive, men betjeningen ombord utøver ymse kundebehandling. Lei av jobben sin?",Datoen for opplevelsen: 04. mars 2018,Stort sett fornøyd,Vurdert til 4 av 5 stjerner,"There have been many pleasant trips with Color Line over the years. Nice decor and often very good entertainment shows on board. Good food in the buffet. Most of the experiences are positive, but the staff on board perform a variety of customer services. Tired of your job?",NO
"I stormen Otto vil jeg bare si damene i kafeteria fy f for en service. De var der hele tiden fulgt oss opp blide, omsorgsfull og til stede. Gir kreditt blide gode damer. Dere Gir en helt god opplevelse. Takk for omtanken og en fin tur. 🥰👍💕",Datoen for opplevelsen: 17. februar 2023,I stormen Otto vil jeg bare si damene i…,Vurdert til 5 av 5 stjerner,"In the storm Otto, I just want to say to the ladies in the cafeteria fy f for a service. They were there the whole time following us up, cheerful, caring and present. Gives credit to cheerful good ladies. You provide a very good experience. Thank you for your consideration and have a nice trip. 🥰👍💕",NO
"Unsere Reise steht noch bevor und ich bin jetzt schon unfassbar verärgert. Ich wollte eine Änderung zur Höhe des Fahrzeugs machen, plötzlich war die komplette Reise storniert. Ewigkeiten in der Warteschleife der Hotline. Kein durchkommen. Das wird das erste und letzte Mal sein, dass wir mit ColorLine reisen!",Datoen for opplevelsen: 02. august 2023,Der Kundendienst ist grauenvoll!,Vurdert til 2 av 5 stjerner,Our trip is still to come and I&#39;m already incredibly annoyed. I wanted to make a change to the height of the vehicle and suddenly the whole trip was cancelled. I was on hold on the hotline for ages. I couldn&#39;t get through. This will be the first and last time we travel with ColorLine!,DE
"Selten so einen unorganisierten Laden erlebt, die haben uns 10 Stunden (eine Jugendfreizeit mit 25 jugendlichen + Team) in der prallen Sonne sitzen lassen, um uns dann zu sagen wir kommen nicht mit auf das Schiff. Alles war korrekt gebucht im Vorfeld.
Sowas haben wir wirklich noch nie erlebt, wie abgebrüht man sein kann!!
Besser lassen und einen anderen Anbieter aufsuchen.",Datoen for opplevelsen: 21. juli 2021,Katastrophe der Laden,Vurdert til 1 av 5 stjerner,"Rarely have we experienced such a disorganized business. They made us sit in the blazing sun for 10 hours (a youth camp with 25 young people + team) and then told us we weren&#39;t going on the ship. Everything was booked correctly in advance. We&#39;ve never experienced anything like that before, how callous people can be!! Better to leave it and find another provider.",DE
"Afgelopen weekend een minicruise gemaakt met ms Color Magic van Color Line. Trip van Kiel naar Oslo en terug. Geweldig mooie boot, ziet er glanzend uit en ondanks behoorlijke leeftijd nog altijd uiterst moderne uitstraling. Wat jammer alleen dat de service zowel aan de receptiebalie als in het buffetrestaurant zo ongelooflijk onvriendelijk was. Vragen werden met een snauw beantwoord. Wij vroegen om een rond tafeltje ( er waren er erg veel vrij) en dat leidde tot een complete woedeaanval van de aanwezige restaurantmedewerker. Een poging om drie nieuwe handdoeken te krijgen voor de tweede dag leidde bij de receptie tot verontwaardiging en opgetrokken wenkbrauwen en, toen we het voor de tweede maal vroegen, tot de opmerking: ik heb het wel verstaan hoor..... Hoe bederf je de feestvreugde. En echt goedkoop is zo'n tochtje toch niet..",Datoen for opplevelsen: 03. november 2023,Afgelopen weekend een minicruise…,Vurdert til 3 av 5 stjerner,"Last weekend I took a mini cruise with ms Color Magic from Color Line. Trip from Kiel to Oslo and back. Very beautiful boat, looks shiny and despite considerable age still has an extremely modern appearance. What a pity that the service both at the reception desk and in the buffet restaurant was so incredibly unfriendly. Questions were answered with a snarl. We asked for a round table (there were many available) and that led to a complete tantrum from the restaurant employee present. An attempt to get three new towels for the second day led to indignation and raised eyebrows at the reception and, when we asked for the second time, to the comment: I heard it... How do you spoil things? the festive spirit. And such a trip is not really cheap...",NL
"For eit jævla søppel opplegg!

Skulle bestille før juls tur til meg og madammen og ringte kundeservice for å få litt generell info på noe før man bestillte turen. For det første gikk det 2 dager før eg fikk snakka med noen og når dei først tok telefonen var det ei ufordragelig dame som var frekk, ville ikke svare på spørsmål og sa alt stod på nettet selv om eg uteykket meg at det var eit par ting en eg ikke fortod og lurte på før en eventuelt bestillelde. VERSTE EG HAR VERT MED PÅ AV SERVICE….

Endte med at det ikke blir moe tur og skal bruke all min tid på å skrive ut dårlige anmeldelser…",Datoen for opplevelsen: 03. desember 2021,For eit jævla søppel opplegg!!,Vurdert til 1 av 5 stjerner,"What a damn rubbish scheme! Was going to book a pre-Christmas trip for me and the lady and called customer service to get some general information on something before booking the trip. First of all, it was 2 days before I got to speak to someone and when they first answered the phone it was an unbearable lady who was rude, didn&#39;t want to answer questions and said everything was on the internet even though I checked that there were a few things one I did not believe and wondered about before possibly ordering. WORST SERVICE I HAVE BEEN ATTENDED TO.... Ended up not being a good trip and will spend all my time writing bad reviews…",NO
"Ich habe an einem Freitag nach 17 Uhr versucht, eine Abfahrt umzubuchen, die in 14 Tagen hätte stattfinden sollen. Der neue Termin sollte der dem Wochenende folgende Montag um 8 Uhr sein.
Das Problem:
1. Die Hotline ist lediglich montags bis Freitags von 10 bis 17 Uhr zu erreichen.
2. Eine Umbuchung, so die automatisierte Antwort, wird innerhalb von 2 Werktagen bearbeitet.
3. Die Antwort auf diese Stornierung der Buchung wurde mit dem selben Text (Bearbeitung innerhalb von 2 Werktagen) beantwortet.
Ich habe storniert (Flex-Tarif) und neu gebucht.
Nachdem die Hotline ihre Arbeit wieder aufgenommen hatte, bekam ich 4 unterschiedliche Mails von verschiedenen Mitarbeiter/innen, auf die ich jeweils geantwortet habe, dass ich storniert und neu gebucht habe.
In der letzten Mail wurde ich gefragt, ob ich meine Buchung aufrecht erhalten will oder umbuchen möchte.
Wenn das kein Chaos ist...
Abgesehen davon war das Einschiffen ebenfalls etwas unorganisiert.",Datoen for opplevelsen: 26. mai 2023,Ich habe an einem Freitag nach 17 Uhr…,Vurdert til 1 av 5 stjerner,"I tried to rebook a departure that was supposed to take place in 14 days on a Friday after 5 p.m. The new date was supposed to be the Monday after the weekend at 8 a.m. The problem: 1. The hotline is only available Monday to Friday from 10 a.m. to 5 p.m. 2. According to the automated response, a rebooking will be processed within 2 working days. 3. The response to this cancellation of the booking was answered with the same text (processing within 2 working days). I canceled (Flex tariff) and rebooked. After the hotline resumed its work, I received 4 different emails from different employees, to each of which I replied that I had canceled and rebooked. In the last email I was asked whether I wanted to keep my booking or rebook. If that isn&#39;t chaos... Apart from that, boarding was also a bit disorganized.",DE
"Die 3G-Regelung wurde weder in Kiel noch in Oslo eingehalten. Abstand an Bord negativ. Vor dem Landgang in Oslo wurde mehrfach hingewiesen auf Covid Kontrolle, fand aber nie statt.
Die Sauberkeit in den Kabinen ließ auch zu wünschen übrig. Staub und dreckiger Kühlschrank. Die Bedienung in der Observation Lounge war auch sehr auf die einheimischen Gäste konzentriert.",Datoen for opplevelsen: 15. oktober 2021,Die 3G-Regelung wurde weder in Kiel…,Vurdert til 2 av 5 stjerner,"The 3G rule was not observed in either Kiel or Oslo. Distance on board was negative. Before going ashore in Oslo, there were several references to Covid checks, but they never took place. The cleanliness of the cabins also left a lot to be desired. Dust and a dirty refrigerator. The service in the Observation Lounge was also very focused on the local guests.",DE
"Hallo,
wir haben ein Kurztrip von Kiel nach Oslo mit 6 Erwachsene und 4 Kindern gebucht. Als wir gegen 16:30 Uhr in der Pizzeria unsere Kinder Spaghetti Bolognese bestellen wollten, wurden wir von Lars darauf hingewiesen, das 6 Erwachsene nicht sitzen durften, wenn nur vier Essen bestellt werden.
Bei leerem Restaurant wird so eine Aussage getätigt?
Wir haben zwei Flaschen Wein und einen Vorspeiseteller sowieso dazu bestellt….

Dieses Verhalten war so unangebracht und hat uns sehr geärgert.
Wir hätten es verstanden wenn es voll gewesen wäre. Oder wir hätten die Bemerkung verstanden, wenn es voll gewesen wäre, müssen Sie bitte aufstehen.
Sorry aber Kinder in den Jahren 1 und zwei Jahren essen noch nicht so gut alleine …
Abgesehen davon haben wir bestimmt 1000€ an zwei Abenden da gelassen … plus die Reise !!!",Datoen for opplevelsen: 29. november 2022,Pizzeria Mama Bella,Vurdert til 1 av 5 stjerner,"Hello, we booked a short trip from Kiel to Oslo with 6 adults and 4 children. When we wanted to order our children&#39;s spaghetti bolognese in the pizzeria at around 4:30 p.m., Lars informed us that 6 adults were not allowed to sit if only four people ordered meals. A statement like that is made when the restaurant is empty? We ordered two bottles of wine and a starter plate anyway... This behavior was so inappropriate and really annoyed us. We would have understood if it had been full. Or we would have understood the comment that if it had been full, you would have to get up. Sorry, but children aged 1 and 2 don&#39;t eat well on their own... Apart from that, we must have spent €1000 over two evenings... plus the trip!!!",DE
"Helt fantastisk, like fornøyd hver gang. Mye å gjøre på båten, blant annet spa, casino, spillerom, badeland (her var det fullt, husk å forhåndsbestill), kino og masse flotte butikker. Showene er også HELT fantastiske, med mye farger, dans og sang. À la carte var også supert, kjempegod pepperbiff og nydelig cappuccino. Frokosten på Grand Buffet er også å anbefale, men litt mange mennesker der. Lugaren var fin, vi bestilte to lugarer med dør i mellom, passer fint for familier. Turen i Kil var også fin, kjøpte mye god te😁
Terningkast syv til Color Line, skjønner ikke hvorfor den har fått så dårlige anmeldelser her.",Datoen for opplevelsen: 08. august 2022,Fantastisk!,Vurdert til 5 av 5 stjerner,"Absolutely fantastic, equally satisfied every time. Lots to do on the boat, including spa, casino, games room, water park (here it was full, remember to book in advance), cinema and lots of great shops. The shows are also ABSOLUTELY amazing, with lots of colour, dancing and singing. À la carte was also great, great pepper steak and lovely cappuccino. The breakfast at the Grand Buffet is also to be recommended, but a bit too many people there. The cabin was nice, we ordered two cabins with a door in between, suitable for families. The trip in Kil was also nice, bought a lot of good tea😁 Roll seven for Color Line, don&#39;t understand why it has received such bad reviews here.",NO
"Hej Color Line til gerne sige tak for en super god tur, og tak for oppyntning på min svoger værelse på Fantasy til hans 50 års fødselsdag ❤️❤️, og den lille gave fra besætningen 😊. Altid en fornøjelse at rejse med jer.",Datoen for opplevelsen: 07. september 2023,Hej Color Line til gerne sige tak for…,Vurdert til 5 av 5 stjerner,"Hello Color Line, I would like to say thank you for a super good trip, and thank you for decorating my brother-in-law&#39;s room on Fantasy for his 50th birthday ❤️❤️, and the little gift from the crew 😊. Always a pleasure to travel with you.",DA
"Alles muss leider extra bezahlt werden und die Angaben sind entweder versteckt oder etwas irreführend. Ein gutes Beispiel dafür ist, wir haben extra über Color line ein Hotel mit Pool gebucht. Nachdem wir in dem Hotel angekommen sind und in den Pool (für 2 Stunden) wollten, wurde du uns mitgeteilt das der pool nochmal pro Person 20 Euro für das eine mal kostet das war natürlich für einen Pool in der Größe (sehr kleiner pool) viel zu teuer und hat uns sehr enttäuscht. Bei den Schiffen Ansich ist es so das die Kabinen wenn man zum Beispiel zu 3 bucht nicht mal für die dritte Person bezogen waren. Das Bett mussten wir selber ausziehen und Bettwäsche war leider auch nicht auffindbar. Also allgemein für diesen Preis einfach leistungsschwach",Datoen for opplevelsen: 23. oktober 2023,Alles muss leider extra bezahlt werden…,Vurdert til 3 av 5 stjerner,"Unfortunately, everything has to be paid for extra and the information is either hidden or somewhat misleading. A good example of this is that we booked a hotel with a pool through Color Line. After we arrived at the hotel and wanted to use the pool (for 2 hours), we were told that the pool would cost another 20 euros per person for one use. This was of course much too expensive for a pool of this size (very small pool) and was very disappointing. With the ships themselves, if you book for 3 people, for example, the cabins are not even made up for the third person. We had to take the bed out ourselves and unfortunately there was no bed linen to be found. So generally speaking, for this price, it is simply poor value for money.",DE
"Det er sgu lige smart nok at sætte et mobilnetværk op med roamingpriser på kr 100 pr MB.
Det finder man naturligvis først ud af efter at færgen er sejlet og døren til bildæket er låst. Det koster således let kr 250 at have to telefoner liggende i handskerummet under overfarten.
Kom nu ind i kampen, der er sgu da ikke nogen der betaler de summer i 2019. Det et avanceret trick-tyveri.",Datoen for opplevelsen: 07. februar 2019,Bondefangeri til søs,Vurdert til 1 av 5 stjerner,"It&#39;s smart enough to set up a mobile network with roaming prices of DKK 100 per MB. Of course, you only find out after the ferry has sailed and the door to the car deck is locked. It thus costs easily DKK 250 to have two phones lying in the glove compartment during the crossing. Now get into the game, there&#39;s no one paying those sums in 2019. It&#39;s an advanced trick-theft.",DA
Jeg ber om at dere i fremtiden går ut med annonser som til å stole på. Å gå ut med en bilpakkepris på 365 som kun gjelder spesielle tider har dynamisk prising og gjelder pr person oppfatter jeg som rent bondefangeri. Skam dere!!!,Datoen for opplevelsen: 22. mai 2023,Bondefangeri!!!,Vurdert til 1 av 5 stjerner,I ask that in the future you go out with ads that can be trusted. To go out with a car package price of 365 that only applies to special times has dynamic pricing and applies per person I perceive as pure peasant capture. Shame on you!!!,NO
"Die Reise sollte umgebucht werden. Unzählige Male bei der deutschen und norwegischen Hotline angerufen. Nach langen Wartezeiten erfolgte niemals die Beantwortung der Anrufe. Der versprochene Zurückruf hat bis heute nicht stattgefunden- nicht von der deutschen und auch nicht von der norwegischen Hotline. Auf eine Mail erfolgte ebenso keine Reaktion. Herzlichen Dank- nun hatte ich keine Gelegenheit meine Familie zu sehen, trotz Bemühungen einer frühzeitigen Umbuchung.

Zu den Kabinen: Reinigung mehr als mangelhaft. Bei beiden Überfahrten innerhalb weniger Tage waren die Kabinen nicht adäquat gereinigt, die Böden dreckig und Taschentücher von den Gästen davor lagen herum- man bezahlt immerhin, nicht gerade wenig, für die Überfahrten. Ansonsten kann man es für eine Nacht aushalten. Das Personal an Board und auch am Boden empfand ich als freundlich.",Datoen for opplevelsen: 18. oktober 2022,"Kein Kundenservice, schmutzige Kabine",Vurdert til 2 av 5 stjerner,"The trip was to be rebooked. I called the German and Norwegian hotlines countless times. After long waits, the calls were never answered. The promised call back has not yet happened - neither from the German nor the Norwegian hotline. There was also no response to an email. Thank you very much - now I have had no chance to see my family, despite efforts to rebook early. Regarding the cabins: cleaning was more than inadequate. On both crossings within a few days, the cabins were not cleaned adequately, the floors were dirty and guests&#39; tissues were lying around in front of them - after all, you pay, not a small amount, for the crossings. Otherwise, it is bearable for one night. I found the staff on board and on the ground to be friendly.",DE
"Fehlinformationen zum Check-in, ohne Buissnesclass Buchung kaum Sitzplätze im Innenraum verfügbar und im 21. Jahrhundert für WLAN 8€ zu verlangen ist einfach frech. Beim nächsten Mal wird definitiv bei der Konkurrenz gebucht.",Datoen for opplevelsen: 26. september 2021,Nicht Kundenorientiert,Vurdert til 2 av 5 stjerner,"Incorrect information about check-in, hardly any seats available inside without a business class booking and charging €8 for WiFi in the 21st century is just cheeky. Next time I will definitely book with the competition.",DE
"Es ging um die Erstattung der Vorauszahlung für eine stornierte Reise.
Angeblich wurde der Betrag am 10.02.22 an mich überwiesen.
Nach diversen Mails (8) und Androhung rechtsanwaltliche Hilfe in Anspruch zu nehmen, habe ich auf meinem Konto am 22.02.22 ENDLICH die Erstattung erhalten.!!
Mein Fazit:
NIE WIEDER EINE REISE BEI COLORLINE BUCHEN.!!!!",Datoen for opplevelsen: 22. februar 2022,Erstattung einer Vorauszahlung,Vurdert til 1 av 5 stjerner,"It was about the refund of the advance payment for a canceled trip. The amount was supposedly transferred to me on February 10, 2022. After various emails (8) and threats to seek legal help, I FINALLY received the refund in my account on February 22, 2022!! My conclusion: NEVER BOOK A TRIP WITH COLORLINE AGAIN!!!!",DE
"Color Magic
5 Personen Kiel - Oslo - Kiel
22.10. - 24.10.2023
Die Buchung im Internet war gut strukturiert.
Wir haben die Innenkabine mit einer Aussenkabine (wichtig) und der Halbpension aufgewertet.
Freundliches Personal und unter Berücksichtigung, dass das Schiff noch unter norwegischer Flagge fährt (Heimathafen Oslo), völlig normale norwegische Preise.
Wichtig: Bester Kurs mit der EC -Karte
Das Schiff ist ja bereits 16 Jahre alt. Somit ist alles nicht mehr taufrisch = aber sauber.
Frühstück- und Abendbufett (auch separat buchbar) mit reichlich skandinavischen Köstlichkeiten bestückt.
Mehr geht nicht. Sicherheit an Bord 100%.
Zu empfehlen: Oslo Bustour (ca. 45€ p. P.) oder zu Fuss, jeder kommt dabei auf seine Kosten.
Überall wird der Besuch an den Bars mit passender Live-Musik untermalt.
Weizenbier: ca. 7€, Longdrinks ca. 10€, irisches Bier in der monkey Bar ca. 7€, aber 0,6 Liter
Snacks für den ""kleinen"" Hunger ab 7€ bis 15€, alles stabil und sehr frisch zubereitet, danke Color Line",Datoen for opplevelsen: 22. oktober 2023,Color Magic 10/2023 Kiel - Oslo - Kiel,Vurdert til 5 av 5 stjerner,"Color Magic 5 people Kiel - Oslo - Kiel October 22nd - October 24th, 2023 The booking on the internet was well structured. We upgraded the inside cabin with an outside cabin (important) and half board. Friendly staff and taking into account that the ship still sails under the Norwegian flag (home port Oslo), completely normal Norwegian prices. Important: Best rate with the EC card The ship is already 16 years old. So everything is no longer brand new = but clean. Breakfast and dinner buffet (can also be booked separately) stocked with plenty of Scandinavian delicacies. You can&#39;t get more than that. Safety on board 100%. Recommended: Oslo bus tour (approx. 45€ per person) or on foot, everyone gets their money&#39;s worth. Visits to the bars are accompanied by appropriate live music everywhere. Wheat beer: approx. 7€, long drinks approx. 10€, Irish beer in the monkey bar approx. 7€, but 0.6 litre snacks for the &quot;small&quot; hunger from 7€ to 15€, everything stable and very freshly prepared, thanks Color Line",DE
"Beim Checkin Oslo Kiel wurde nur die Buchungsnr verlangt. Weder in Oslo noch in Kiel eine Passkontrolle geschweige denn Coronacheck. Nach Betreten des Schiffs eine Stunde gewartet bis das Zimmer gereinigt war. Das war dann nicht sauber, Teppich dreckig, Nägel im Bad🤢.
Für soviel Geld hätten wir mehr erwartet. Buffet war lecker und wir hatten eine traumhafte Aussicht beim Essen.",Datoen for opplevelsen: 20. april 2022,Keine Kontrollen und dreckiges Zimmer,Vurdert til 3 av 5 stjerner,"When checking in in Oslo Kiel, only the booking number was requested. There was no passport check in Oslo or Kiel, let alone a corona check. After boarding the ship, we waited an hour until the room was cleaned. It wasn&#39;t clean, the carpet was dirty, nails in the bathroom🤢. We would have expected more for that much money. The buffet was delicious and we had a fantastic view while eating.",DE
"Sehr langes warten um mit dem Auto auf die Fähre zu kommen, über 3 Stunden gewartet und immer wieder sind andere Autos zu spät gekommen und worden vorgelassen. Absolut schlecht organisiert, nur ein Terminal offen ist.",Datoen for opplevelsen: 26. juli 2022,Sehr langes warten um mit dem Auto auf…,Vurdert til 2 av 5 stjerner,"A very long wait to get on the ferry with the car, over 3 hours of waiting and time and time again other cars were late and were let ahead. Absolutely badly organized, only one terminal was open.",DE
"🖕🏼Ein Emoji sagt mehr als 1000 Worte

10 Stunden gewartet mit 2 Jugendtruppen bei über 30 grad, wegen falschen Informationen von Seiten der Colorline. Ziemlich unfreundliche Abweisung am Terminal in Hirtshals.",Datoen for opplevelsen: 21. juli 2021,🖕🏼Ein Emoji sagt mehr als 1000 Worte,Vurdert til 1 av 5 stjerner,🖕🏼An emoji says more than 1000 words Waited 10 hours with 2 youth groups in over 30 degree heat because of incorrect information from Colorline. Pretty unfriendly rejection at the terminal in Hirtshals.,DE
"5 kvarter tok det å gå i land i Oslo. Det er alltid kø i Oslo, men i dag var det ekstra ille. «Mye folk» var svaret vi fikk. Dette er helt uholdbart, ganske parodisk når man må vente på tur i Spa- senteret pga. smittevern. I buffet- restauranten ble man plassert tett i mellom to andre bord selv om det var god plass i restauranten. Lite hyggelig når man er to som skal kose seg og man faktisk synes det blir ubehagelig å snakke samme. Sist vi reiste ble vi også plassert tett ved et ungt par på hyggetur selv om nesten hele restauranten var tom. #Enklere for kelnerene# ble vi fortalt da vi ba om å bli flyttet. Denne trengselen ødelegger mye for ellers fine turer.",Datoen for opplevelsen: 07. februar 2023,Kø ved ankomst Oslo,Vurdert til 2 av 5 stjerner,"It took 5 minutes to disembark in Oslo. There are always queues in Oslo, but today it was extra bad. &quot;A lot of people&quot; was the answer we got. This is completely unsustainable, quite parodic when you have to wait for your turn in the Spa center because infection prevention. In the buffet restaurant, you were placed close between two other tables, even though there was plenty of space in the restaurant. Not pleasant when there are two of you who are going to enjoy yourself and you actually think it will be uncomfortable to talk at the same time. The last time we traveled, we were also placed close to a young couple on a cozy trip, even though almost the entire restaurant was empty. #Easier for the waiters# we were told when we asked to be moved. This crowding spoils a lot for otherwise nice trips.",NO
